id,年度,年級,課次,生字,生字注音,部首,部首注音,總筆畫,部首外筆畫,字義教學,造詞,例句,延伸詞語解釋,成語教學,字形辨別,字音辨別,教學圖卡
190,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
89.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
191,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
90.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
192,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
91.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
193,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
92.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
194,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
93.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
195,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
94.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
196,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
95.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
197,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
96.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
198,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
97.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
199,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
98.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
200,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
99.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
201,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
100.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
202,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
101.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
203,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
102.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
204,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
103.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
205,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
104.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
206,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
105.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
207,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
106.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
208,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
107.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
209,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
108.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
210,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
109.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
211,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
110.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
212,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
111.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
213,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
112.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
214,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
113.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
215,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
114.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
216,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
115.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
217,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
116.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
218,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
117.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
219,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
118.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
220,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
119.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
221,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
120.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
222,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
121.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
223,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
122.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
224,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
123.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
225,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
124.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
226,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
125.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
227,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
126.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
228,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
127.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
229,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
128.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
230,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
129.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
231,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
130.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
232,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
131.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
