編號,年度,年級,課次,生字,生字注音,部首,部首注音,總筆畫,部首外筆畫,字義教學,造詞教學-造詞,造詞教學1,造詞教學2,成語教學,字形辨別,字音辨別,教學圖卡
520,103,4,第一課 藍色的海洋大軍  ,勢,勢,力,力,13,11,"1.權力、威力。如：有錢有勢、仗勢欺人
7.事物表現出來的狀態、情況或趨向。如：地勢、局勢、大勢所趨",蓄勢待發,"解釋
貯備隨時可以展現的實力，待機而發。
例句
田徑場邊的選手各個蓄勢待發，準備上場一較高下。","1.風勢
解釋
風力的強弱。
7.氣勢
解釋
氣象、氣派。","勢如破竹
解釋
比喻順利進行，毫無阻礙。
造句
我隊以勢如破竹的姿態，奪得今年世界盃足球賽冠軍。","勢（力）： 趨勢、風勢
熱（?）： 熱情、熱賣",不製作,不製作
521,103,4,第一課 藍色的海洋大軍  ,鼓,鼓,鼓,鼓,13,0,"1.樂器名。一種用皮革蒙在中空木桶上所製成的打擊樂器。其形有大有小，聲音洪亮。如：敲鑼打鼓
2.拍擊、彈奏。如：鼓掌、鼓琴、鼓瑟
3.振動。如：鼓翅、鼓翼
4.激勵、使振作。如：鼓勵、鼓舞士氣
10.突出、漲起。如：鼓著腮幫子",戰鼓,"解釋
古代戰場上為鼓舞士氣及發動攻擊所擊的鼓。
例句
邊境響起陣陣的戰鼓聲，一場激烈的戰爭即將開始。","1.鼓舞
解釋
鼓勵、激勵。
7.鼓手
解釋
泛指樂隊中打鼓的人。","暮鼓晨鐘
解釋
比喻使人覺悟的言論。
造句
聽完他的一番言語，有如暮鼓晨鐘，讓我終於明白了。",不製作,不製作,不製作
522,103,4,第一課 藍色的海洋大軍  ,鬃,鬃,髟,髟,18,8,"6.馬、豬等獸類頸背上的長毛。如：馬鬃、豬鬃
",鬃毛,"解釋
馬、豬等獸類頸背上的長毛或硬毛。
例句
獅子是叢林裡的萬獸之王，巨大的鬃毛，往外散開，看起來十分雄壯威武。","1.豬鬃
解釋
豬頸上粗長的毛，可以製成刷子
7.馬鬃
解釋
馬頸背上的長毛。",不製作,不製作,不製作,是
523,103,4,第一課 藍色的海洋大軍  ,蹄,蹄,足,足,16,9,"6.獸足趾端的角質部分。後用以借指獸足。如：馬蹄、牛蹄
",蹄,"解釋
獸足趾端的角質部分。後用以借指獸足。
例句
遠處終於傳來了陣陣馬蹄聲，整齊畫一，就像是戰鼓的鼓點。","1.馬蹄
解釋
馬足趾。
7.鐵蹄
解釋
裝在馬蹄上的Ｕ型鐵塊。","馬不停蹄
解釋
形容到處奔走，忙碌不休。
造句
為了籌辦這場晚會，他馬不停蹄的到處奔走。",不製作,不製作,不製作
524,103,4,第一課 藍色的海洋大軍  ,騰,騰,馬,馬,20,10,"1.奔馳、跳躍。如：萬馬奔騰、舉國歡騰
2.上升。如：升騰
8.空出、挪出。如：騰出房間、騰出時間",奔騰,"解釋
奔馳騰躍。
例句
水庫洩洪時，水勢有如萬馬奔騰，十分壯觀。","1.沸騰
解釋
液體加熱至一定的溫度時，液體上湧並發生氣化的現象。
7.騰空
解釋
升上天空。","飛黃騰達
解釋
比喻仕途得意，很快到達高位。
造句
父母犧牲一切，辛苦栽培他，就是希望他能夠飛黃騰達，光耀門楣。",不製作,不製作,是
525,103,4,第一課 藍色的海洋大軍  ,揚,揚,手,手,12,9,"1.舉起、升高。如：揚手、揚鞭、揚帆
2.飄動。如：飛揚、飄揚
3.往上撒，以去除穀物的外皮。如：揚場、揚棄
4.顯露、彰明。如：隱惡揚善
10.稱頌、傳布。如：表揚、讚揚、揚名國際",飛揚,"解釋
高舉飄揚。
例句
她的長髮迎風飛揚，看起來格外飄逸清純。","1.表揚
解釋
公開表示讚揚。
7.揚起
解釋
飛起、上升。","揚眉吐氣
解釋
形容擺脫長期壓抑後的暢快神情。
造句
小明努力苦讀，今年考上榜首，總算有揚眉吐氣的一日。","揚（?）：飛揚、揚言
場（土，需造字）：場地、操場
楊（木）：楊桃、楊柳
陽（?）：太陽、陽光",不製作,不製作
526,103,4,第一課 藍色的海洋大軍  ,陸,陸,阜,阜,11,8,"1.高出水面的平地。如：大陸、登陸
2.旱路、陸路。如：水陸交通
8.姓。如：陸先生",陸上,"解釋
高出水面的土地上。
例句
氣象局雖已解除陸上颱風警報，但大家仍不可掉以輕心。","1.陸地
解釋
地球表面除去海洋、湖泊、河川等的部分。
7.陸橋
解釋
架設在道路上空，供行人穿越道路的橋梁。","光怪陸離
解釋
形容現象離奇怪異，色彩參差錯雜。
造句
這本小說描述了許多光怪陸離的人物景象，讀得大家如醉如痴。",不製作,"陸：大陸
陸：陸佰元",不製作
527,103,4,第一課 藍色的海洋大軍  ,挺,挺,手,手,10,7,"1.撐直。如：挺胸、挺直脖子
2.直的。如：西裝筆挺
3.勉強支撐。如：生病了就要休息，不要硬挺。
4.很、甚。如：挺好
10.量詞。計算機槍數量的單位。如：十挺機關槍",挺進,"解釋
不顧一切向前邁進。
例句
消防員謹慎小心的帶著救援器材，挺進火場救人。","1.挺直
解釋
直立不彎曲。
7.挺胸
解釋
挺起胸膛。","挺身而出
解釋
毫不畏縮，勇敢的站出來承擔責任。
造句
遇到紛爭，他總是挺身而出，善加勸解。","挺（?）：挺身而出
鋌（金，取部首造字）：鋌而走險",不製作,不製作
528,103,4,第一課 藍色的海洋大軍  ,鋒,鋒,金,金,15,7,"1.兵器銳利的部分。如：刀鋒、劍鋒
2.泛指器物尖端的部分。如：筆鋒、針鋒
3.銳利的。如：鋒刃、鋒利
4.隊伍的前列或在前領導的人。如：先鋒、前鋒
10.氣象學上指密度、溫度、溼度等性質不同的兩氣團，相遇所形成的交界面或交替帶。如：冷鋒、暖鋒
",衝鋒,"解釋
突入敵陣衝殺。
例句
英勇的戰士在戰場上衝鋒陷陣，把敵人殺得片甲不留。","1.先鋒
解釋
戰時率先和敵人交戰的人員或部隊。
7.冷鋒
解釋
勢力強大的冷氣團插入暖氣團的底部所形成的鋒面。","鋒芒畢露
解釋
銳氣和才華全都顯露出來。比喻人好表現自己，不夠沉穩。
造句
他說話做事總是那樣鋒芒畢露，從不懂得謙虛。","鋒（金，取部首造字）：先鋒、話鋒
峰（山）：頂峰、峰巒
蜂（虫）：蜂窩、蜂擁
烽（火，取部首造字）：烽火、烽煙",不製作,不製作
529,103,4,第一課 藍色的海洋大軍  ,翼,翼,羽,羽,17,11,"1.翅膀。如：蟬翼、鳥翼
2.側、旁邊。如：左翼、右翼
8.輔助、庇護。如：卵翼、覆翼",左翼,"解釋
軍隊前進時靠左邊的部隊。
例句
左翼部隊服從主帥的命令，提前拔營出發。","1.羽翼
解釋
禽鳥的翅膀。
7.小心翼翼
解釋
形容非常謹慎，不敢疏忽。","不翼而飛
解釋
比喻物品無故遺失。
造句
擺在飯桌上的錢，突然不翼而飛。",不製作,不製作,不製作
530,103,4,第一課 藍色的海洋大軍  ,奪,奪,大,大,14,11,"1.強取、使失去。如：搶奪、剝奪、褫奪
2.爭取。如：爭奪、奪標
3.決定。如：定奪、裁奪
4.衝過。如：奪門而出、淚水奪眶而出
10.耀眼、眩目。如：光彩奪目",奪,"解釋
爭取。
例句
人類不應奪取自然界生物的生存空間，應努力使生態保持平衡。","1.奪命
解釋
奪取性命。
7.定奪
解釋
決定事情的去取。","強詞奪理
解釋
本來無理，卻硬說成有理。
造句
你先動手打了人，卻還強詞奪理要人道歉，真沒天良！",不製作,不製作,不製作
531,103,4, 第二課  水中奇景  ,潛,潛,水,水,15,12,"1.在水面下行動。如：潛水、鳥飛魚潛
2.深入、隱祕。如：潛藏、潛伏、潛逃
8.使深入。如：潛心",浮潛,"解釋
不攜帶氧氣筒的潛水。通常只在淺海附近，要換氣時，得浮出水面才可。
例句
浮潛時，美麗的海底世界盡收眼底。","1.潛逃
解釋
祕密逃走。
7.潛力
解釋
尚未發揮的潛在能力。","潛移默化
解釋
人的思想、性格或習慣受到影響，不知不覺中起了變化。
造句
教師的言行舉止，隨時隨地都在潛移默化的影響著學生。",不製作,不製作,是
532,103,4, 第二課  水中奇景  ,螃,螃,虫,悔,16,10,"動物名。節肢動物門甲殼綱。全身滿布甲殼，足五對，最前一對呈鉗狀，橫行，眼有柄。種類繁多，可分為淡水生的河蟹以及海水生的海蟹二大類。如：螃蟹
",螃蟹,"解釋
動物名。節肢動物門甲殼綱。全身滿布甲殼，足五對，最前一對呈鉗狀，橫行，眼有柄。種類繁多，可分為淡水生的河蟹以及海水生的海蟹二大類。
例句
一隻可愛的小螃蟹，從洞穴裡探頭探腦的爬出來。","螃蟹
解釋
動物名。節肢動物門甲殼綱。全身滿布甲殼，足五對，最前一對呈鉗狀，橫行，眼有柄。種類繁多，可分為淡水生的河蟹以及海水生的海蟹二大類。",不製作,不製作,不製作,是
533,103,4, 第二課  水中奇景  ,蟹,蟹,虫,悔,19,13,動物名。節肢動物門甲殼綱。全身披有甲殼，頭胸多扁平而廣闊。有五對足，第一對變形為螯，用來捕捉食物或攻擊敵人，其餘四對末節有爪，橫行甚速。腹部分數節屈折於胸部之下，俗稱為「臍」，雄的臍尖，雌的臍圓。鹹、淡水皆產，種類甚多。如：螃蟹,螃蟹,"解釋
動物名。節肢動物門甲殼綱。全身滿布甲殼，足五對，最前一對呈鉗狀，橫行，眼有柄。種類繁多，可分為淡水生的河蟹以及海水生的海蟹二大類。
例句
一隻可愛的小螃蟹，從洞穴裡探頭探腦的爬出來。","1.蟹黃
解釋
螃蟹體內的卵巢和消化腺。色黃，可食，味道鮮美。
7.寄居蟹
解釋
動物名。節肢動物門甲殼綱寄居蟹科。廣布於全世界。寄居在空螺殼內，頭、胸部堅硬，腹部柔軟，有兩對觸角，第二對特長；足四對，第四對在腹部末端，可用以鉤住空殼。在熱帶島嶼中，有些寄居蟹則居住在椰殼中。",不製作,不製作,不製作,是
534,103,4, 第二課  水中奇景  ,膽,膽,肉,肉,17,13,"1.內臟器官之一。近肝臟右半葉，所存膽汁，黃綠色，味苦，有助人體消化的功能。如：膽囊。
7.勇氣，古人以為勇氣由膽發出。如：膽小、壯膽。",海膽,"解釋
動物名。無脊椎動物棘皮動物門。雌雄異體，體呈球形，紫黑色，殼面硬棘叢生。
例句
如果世界上的海膽都消失的話，會破壞現在的生態平衡。","1.膽小
解釋
缺乏勇氣。
7.膽量
解釋
勇氣。","膽大心細
解釋
做事勇敢果斷而思慮周密。
造句
老師叮嚀我們，做實驗要「膽大心細」，才能得到正確的答案。","膽（肉）：膽量、膽怯
擔（?）：擔保、擔柴
瞻（目）：瞻望、瞻仰",不製作,是
535,103,4, 第二課  水中奇景  ,刺,刺,刀,刀,8,6,"1.以尖銳的東西扎入。如：穿刺、刺繡
2.細而尖銳如針的東西。如：芒刺、魚刺
3.以尖酸刻薄的言語指出或嘲笑別人的過失。如：諷刺、譏刺
4.因外物刺激使產生不好的感覺。如：刺眼、刺耳、刺鼻
5.暗殺。如：行刺
11.暗中打聽。如：刺探",刺,"解釋
細而尖銳如針的東西。
例句
玫瑰花雖然美麗，但要小心它莖上的刺。","1.毒刺
解釋
昆蟲中如蜜蜂、蠍子等尾端能注射毒液的針刺。
7.刺眼
解釋
光線或顏色強烈，使眼睛覺得不舒服。","懸梁刺股
解釋
懸梁，將頭髮用繩子綁在屋梁上防止打瞌睡。刺股，用錐子刺腿保持清醒。懸梁刺股比喻發憤學習。
造句
他年輕時效法古人懸梁刺股的精神刻苦讀書，才有今天的成就。",不製作,不製作,不製作
536,103,4, 第二課  水中奇景  ,敵,敵,?,撲,15,11,"1.與己方相對，有利害衝突而互不相容的一方。如：仇敵、大敵當前、敵我不分
2.抵擋、抵抗。如：寡不敵眾
8.相等、相當。如：匹敵、勢均力敵",敵人,"解釋
仇敵，與己方有仇恨而相對抗的人。
例句
敵人已慢慢接近，不要輕舉妄動。","1.天敵
解釋
自然界中某種動物專門捕食或危害另一種動物，前者即為後者的天敵。如：青蛙是昆蟲的天敵、貓是老鼠的天敵、鳥類是蝗蟲的天敵等。
7.無敵
解釋
沒有可相對抗、比擬的。","一夫當關，萬夫莫敵
解釋
形容勇猛過人。
造句
關羽能過五關斬六將，真是一夫當關，萬夫莫敵！","敵（需造字，右偏旁）：敵軍、無敵
滴（?，需造字）：雨滴、點滴
摘（?，需造字）：摘取、摘要",不製作,不製作
537,103,4, 第二課  水中奇景  ,立,立,立,立,5,0,"1.直身站著。如：站立、立正
2.豎起。如：豎立、立竿見影
3.設置。如：公立、設立
4.制定、訂定。如：立法、立案、立約
5.建樹、成就。如：立威、成家立業
6.存在。如：獨立、誓不兩立
12.馬上、即刻。如：立刻、立即",立刻,"解釋
即時、馬上。
例句
上課鐘聲一響，大家立刻回教室。","1.並立
解釋
並排而立。
7.立法
解釋
制定法律。","坐立不安
解釋
形容焦急、煩躁，心神不寧的樣子。
造句
聽說家裡發生事故，他急得不知如何是好，坐立不安。",不製作,不製作,不製作
538,103,4, 第二課  水中奇景  ,珊,珊,玉,玉,9,5,腔腸動物珊瑚蟲綱的泛稱。生活在暖海中。許多珊瑚蟲集結營生，分泌具有石灰質的黏液，硬化後所形成的骨架亦稱為「珊瑚」。形狀分歧如樹枝。色彩鮮豔美觀，有白色、紅色、桃紅色、黑色等。如：珊瑚,珊瑚,"解釋
腔腸動物珊瑚蟲綱的泛稱。生活在暖海中。許多珊瑚蟲集結營生，分泌具有石灰質的黏液，硬化後所形成的骨架亦稱為「珊瑚」。形狀分歧如樹枝。色彩鮮豔美觀，有白色、紅色、桃紅色、黑色等。
例句
這一片珊瑚色彩繽紛，十分壯觀！","1.珊瑚礁
解釋
由造礁珊瑚和石灰質生物遺骸經長期堆積所構成的礁石。
7.珊瑚蟲
解釋
動物名。腔腸動物。為一種構造簡單的膠質小動物。生活於暖海中。體圓筒狀，上有口直通腔腸，觸手若干生於口周。",不製作,不製作,不製作,是
539,103,4, 第二課  水中奇景  ,瑚,瑚,玉,玉,13,9,腔腸動物珊瑚蟲綱的泛稱。生活在暖海中。許多珊瑚蟲集結營生，分泌具有石灰質的黏液，硬化後所形成的骨架亦稱為「珊瑚」。形狀分歧如樹枝。色彩鮮豔美觀，有白色、紅色、桃紅色、黑色等。如：珊瑚,珊瑚,"解釋
腔腸動物珊瑚蟲綱的泛稱。生活在暖海中。許多珊瑚蟲集結營生，分泌具有石灰質的黏液，硬化後所形成的骨架亦稱為「珊瑚」。形狀分歧如樹枝。色彩鮮豔美觀，有白色、紅色、桃紅色、黑色等。
例句
這一片珊瑚色彩繽紛，十分壯觀！",不製作,不製作,"瑚（王）：珊瑚礁
湖（?）：江湖、湖畔
蝴（虫）：蝴蝶蘭
糊（米）：模糊、糊塗",不製作,是
540,103,4, 第二課  水中奇景  ,丑,丑,一,一,4,3,"1.一種戲劇角色。扮演滑稽可笑的喜劇人物。如：小丑、文丑、武丑
2.地支的第二位。如：乙丑
8.時辰名。約當凌晨一點到三點。如：丑時",小丑魚,"解釋
動物名。硬骨魚綱。一種生活在淺海珊瑚礁附近的熱帶魚。色澤鮮豔，以水中浮游生物為食。
例句
電影「海底總動員」裡的小丑魚，活潑可愛，真是討人喜愛！","1.女丑
解釋
戲劇中的女性丑角。
7.丑角
解釋
戲劇中表演滑稽逗趣的角色。",不製作,不製作,不製作,是
541,103,4, 第二課  水中奇景  ,葵,葵,艸,艸,13,9,植物名。菊科向日葵屬，一年生草本。葉卵形，夏日開黃色大花，頭狀花序，花常朝向太陽，子可食，並可榨油。如：向日葵,海葵,"解釋
動物名。腔腸動物門。體軟，呈圓柱形，頂端叢生觸手，內含毒刺，可用來捕食生物。多生活於溫帶海域。
例句
色彩鮮豔的海葵像是一朵盛開的花兒。","1.向日葵
解釋
植物名。菊科向日葵屬，一年生草本。葉卵形，夏日開黃色大花，頭狀花序，花常朝向太陽，子可食，並可榨油。
7.葵花
解釋
向日葵。",不製作,"葵（?）：向日葵
睽（目）：眾目睽睽
揆（?）：閣揆",不製作,是
